video_id,title,title_length,emoji_count_title,channel_name,channel_id,view_count,duration_seconds,published_text,region,category,is_live,scraped_at,like_count,comment_count,like_per_view,comment_per_view,engagement_rate,days_since_published,has_emoji,title_char_per_word,video_length_category,subscriber_count,subscriber_tier
video_700,Video Title 700,36,0,Channel_845,UC481427,1000,60,20 days ago,BR,News,0,2026-06-14T17:42:35.790396,119,24,0.119,0.024,0.143,20,0,9.0,Short (<1m),100,Nano
video_701,Video Title 701,93,1,Channel_759,UC371881,1000,300,27 days ago,US,News,0,2026-06-14T17:42:35.790396,131,19,0.131,0.019,0.15,27,1,23.25,Medium (1-5m),100,Nano
video_702,Video Title 702,36,2,Channel_855,UC398895,1001,180,16 days ago,KR,Film,0,2026-06-14T17:42:35.790396,80,14,0.07992007992007992,0.013986013986013986,0.0939060939060939,16,1,9.0,Medium (1-5m),100,Nano
video_703,Video Title 703,88,1,Channel_921,UC997291,1000,300,15 days ago,IN,Education,0,2026-06-14T17:42:35.790396,13,15,0.013,0.015,0.028,15,1,22.0,Medium (1-5m),100,Nano
video_704,Video Title 704,53,1,Channel_882,UC403046,1001,300,3 days ago,JP,Comedy,0,2026-06-14T17:42:35.790396,74,16,0.07392607392607392,0.015984015984015984,0.0899100899100899,3,1,13.25,Medium (1-5m),100,Nano
video_705,Video Title 705,25,0,Channel_720,UC367750,1000,60,2 days ago,BR,How-to,0,2026-06-14T17:42:35.790396,41,11,0.041,0.011,0.052,2,0,6.25,Short (<1m),101,Nano
video_706,Video Title 706,72,0,Channel_312,UC675063,1000,60,8 days ago,US,Comedy,0,2026-06-14T17:42:35.790396,23,25,0.023,0.025,0.048,8,0,18.0,Short (<1m),103,Nano
video_707,Video Title 707,85,0,Channel_944,UC488145,1000,600,16 days ago,DE,Comedy,0,2026-06-14T17:42:35.790396,57,29,0.057,0.029,0.086,16,0,21.25,Long (5-10m),100,Nano
video_708,Video Title 708,96,0,Channel_469,UC800046,1000,180,23 days ago,DE,Sports,0,2026-06-14T17:42:35.790396,64,15,0.064,0.015,0.079,23,0,24.0,Medium (1-5m),100,Nano
video_709,Video Title 709,62,0,Channel_394,UC221914,1001,1800,9 days ago,GB,Film,0,2026-06-14T17:42:35.790396,147,15,0.14685314685314685,0.014985014985014986,0.16183816183816183,9,0,15.5,Extended (10-30m),100,Nano
video_710,Video Title 710,94,0,Channel_809,UC803941,1001,180,3 days ago,GB,Comedy,0,2026-06-14T17:42:35.790396,73,27,0.07292707292707293,0.026973026973026972,0.0999000999000999,3,0,23.5,Medium (1-5m),100,Nano
video_711,Video Title 711,42,0,Channel_872,UC734685,1000,3600,17 days ago,US,Music,1,2026-06-14T17:42:35.790396,145,20,0.145,0.02,0.165,17,0,10.5,Very Long (>30m),100,Nano
video_712,Video Title 712,74,0,Channel_211,UC543090,1002,300,13 days ago,DE,Sports,0,2026-06-14T17:42:35.790396,112,19,0.11177644710578842,0.018962075848303395,0.13073852295409183,13,0,18.5,Medium (1-5m),100,Nano
video_713,Video Title 713,99,0,Channel_867,UC232167,1001,600,16 days ago,JP,How-to,0,2026-06-14T17:42:35.790396,45,2,0.04495504495504495,0.001998001998001998,0.04695304695304695,16,0,24.75,Long (5-10m),100,Nano
video_714,Video Title 714,94,0,Channel_571,UC316819,1000,600,25 days ago,BR,Gaming,1,2026-06-14T17:42:35.790396,108,15,0.108,0.015,0.123,25,0,23.5,Long (5-10m),100,Nano
video_715,Video Title 715,35,0,Channel_156,UC427406,1000,3600,5 days ago,IN,Technology,0,2026-06-14T17:42:35.790396,66,18,0.066,0.018,0.084,5,0,8.75,Very Long (>30m),100,Nano
video_716,Video Title 716,27,1,Channel_634,UC317277,1000,300,5 days ago,BR,Technology,0,2026-06-14T17:42:35.790396,91,24,0.091,0.024,0.115,5,1,6.75,Medium (1-5m),100,Nano
video_717,Video Title 717,23,1,Channel_632,UC445059,1000,60,3 days ago,GB,Film,0,2026-06-14T17:42:35.790396,82,22,0.082,0.022,0.104,3,1,5.75,Short (<1m),100,Nano
video_718,Video Title 718,23,1,Channel_809,UC646353,1000,600,13 days ago,DE,Sports,0,2026-06-14T17:42:35.790396,140,29,0.14,0.029,0.169,13,1,5.75,Long (5-10m),100,Nano
video_719,Video Title 719,75,0,Channel_322,UC935276,1000,180,8 days ago,GB,Film,0,2026-06-14T17:42:35.790396,28,3,0.028,0.003,0.031,8,0,18.75,Medium (1-5m),100,Nano
video_720,Video Title 720,44,0,Channel_435,UC837077,1000,60,8 days ago,BR,Music,0,2026-06-14T17:42:35.790396,72,16,0.072,0.016,0.088,8,0,11.0,Short (<1m),100,Nano
video_721,Video Title 721,86,0,Channel_574,UC608896,1000,900,17 days ago,GB,Comedy,0,2026-06-14T17:42:35.790396,21,4,0.021,0.004,0.025,17,0,21.5,Extended (10-30m),100,Nano
video_722,Video Title 722,86,0,Channel_670,UC971135,1000,600,15 days ago,IN,Entertainment,0,2026-06-14T17:42:35.790396,45,24,0.045,0.024,0.069,15,0,21.5,Long (5-10m),100,Nano
video_723,Video Title 723,46,0,Channel_40,UC485179,1000,300,4 days ago,FR,Comedy,0,2026-06-14T17:42:35.790396,20,17,0.02,0.017,0.037,4,0,11.5,Medium (1-5m),100,Nano
video_724,Video Title 724,51,1,Channel_754,UC892114,1000,180,22 days ago,FR,Sports,0,2026-06-14T17:42:35.790396,141,8,0.141,0.008,0.149,22,1,12.75,Medium (1-5m),100,Nano
video_725,Video Title 725,69,0,Channel_40,UC748944,1000,3600,25 days ago,AU,Technology,0,2026-06-14T17:42:35.790396,54,13,0.054,0.013,0.067,25,0,17.25,Very Long (>30m),137,Nano
video_726,Video Title 726,80,1,Channel_453,UC400873,1000,600,18 days ago,BR,News,0,2026-06-14T17:42:35.790396,119,28,0.119,0.028,0.147,18,1,20.0,Long (5-10m),107,Nano
video_727,Video Title 727,70,1,Channel_870,UC973120,1001,300,7 days ago,FR,News,0,2026-06-14T17:42:35.790396,114,23,0.11388611388611389,0.022977022977022976,0.13686313686313686,7,1,17.5,Medium (1-5m),100,Nano
video_728,Video Title 728,38,1,Channel_190,UC203508,1007,180,10 days ago,KR,Entertainment,0,2026-06-14T17:42:35.790396,29,16,0.028798411122144985,0.015888778550148957,0.044687189672293945,10,1,9.5,Medium (1-5m),100,Nano
video_729,Video Title 729,40,2,Channel_746,UC552676,1000,600,1 days ago,IN,News,0,2026-06-14T17:42:35.790396,29,24,0.029,0.024,0.053,1,1,10.0,Long (5-10m),103,Nano
video_730,Video Title 730,24,0,Channel_15,UC959520,1000,180,26 days ago,AU,News,0,2026-06-14T17:42:35.790396,62,1,0.062,0.001,0.063,26,0,6.0,Medium (1-5m),101,Nano
video_731,Video Title 731,61,0,Channel_124,UC225300,1000,900,4 days ago,GB,Entertainment,0,2026-06-14T17:42:35.790396,89,27,0.089,0.027,0.116,4,0,15.25,Extended (10-30m),100,Nano
video_732,Video Title 732,80,1,Channel_740,UC419542,1000,3600,26 days ago,GB,News,0,2026-06-14T17:42:35.790396,69,22,0.069,0.022,0.091,26,1,20.0,Very Long (>30m),100,Nano
video_733,Video Title 733,41,0,Channel_899,UC116468,1000,3600,11 days ago,AU,Technology,0,2026-06-14T17:42:35.790396,117,24,0.117,0.024,0.141,11,0,10.25,Very Long (>30m),100,Nano
video_734,Video Title 734,40,0,Channel_280,UC583283,1000,3600,15 days ago,BR,Film,0,2026-06-14T17:42:35.790396,85,16,0.085,0.016,0.101,15,0,10.0,Very Long (>30m),100,Nano
video_735,Video Title 735,89,0,Channel_937,UC172620,1000,180,15 days ago,DE,Technology,0,2026-06-14T17:42:35.790396,133,21,0.133,0.021,0.154,15,0,22.25,Medium (1-5m),100,Nano
video_736,Video Title 736,20,0,Channel_959,UC143848,1000,3600,28 days ago,JP,Music,0,2026-06-14T17:42:35.790396,92,19,0.092,0.019,0.111,28,0,5.0,Very Long (>30m),101,Nano
video_737,Video Title 737,24,1,Channel_48,UC604399,1005,3600,23 days ago,GB,Film,0,2026-06-14T17:42:35.790396,93,24,0.09253731343283582,0.023880597014925373,0.11641791044776119,23,1,6.0,Very Long (>30m),103,Nano
video_738,Video Title 738,31,1,Channel_189,UC250235,1000,300,3 days ago,FR,Comedy,0,2026-06-14T17:42:35.790396,102,21,0.102,0.021,0.123,3,1,7.75,Medium (1-5m),100,Nano
video_739,Video Title 739,65,0,Channel_304,UC958023,1000,600,19 days ago,US,Gaming,0,2026-06-14T17:42:35.790396,94,15,0.094,0.015,0.109,19,0,16.25,Long (5-10m),100,Nano
video_740,Video Title 740,53,0,Channel_559,UC430349,1000,300,20 days ago,GB,How-to,0,2026-06-14T17:42:35.790396,95,3,0.095,0.003,0.098,20,0,13.25,Medium (1-5m),101,Nano
video_741,Video Title 741,68,0,Channel_696,UC177564,1000,900,24 days ago,JP,Film,0,2026-06-14T17:42:35.790396,72,29,0.072,0.029,0.101,24,0,17.0,Extended (10-30m),101,Nano
video_742,Video Title 742,97,2,Channel_105,UC690832,1000,1800,14 days ago,BR,Gaming,0,2026-06-14T17:42:35.790396,22,11,0.022,0.011,0.033,14,1,24.25,Extended (10-30m),103,Nano
video_743,Video Title 743,64,0,Channel_369,UC151516,1001,60,3 days ago,JP,How-to,0,2026-06-14T17:42:35.790396,61,23,0.060939060939060936,0.022977022977022976,0.08391608391608392,3,0,16.0,Short (<1m),101,Nano
video_744,Video Title 744,46,0,Channel_501,UC115523,1000,180,8 days ago,FR,Film,0,2026-06-14T17:42:35.790396,117,18,0.117,0.018,0.135,8,0,11.5,Medium (1-5m),100,Nano
video_745,Video Title 745,92,3,Channel_460,UC221456,1000,300,10 days ago,KR,News,0,2026-06-14T17:42:35.790396,15,29,0.015,0.029,0.044,10,1,23.0,Medium (1-5m),101,Nano
video_746,Video Title 746,45,0,Channel_247,UC364343,1000,1800,9 days ago,JP,Education,0,2026-06-14T17:42:35.790396,106,28,0.106,0.028,0.134,9,0,11.25,Extended (10-30m),100,Nano
video_747,Video Title 747,66,0,Channel_264,UC601071,1000,600,28 days ago,AU,Technology,0,2026-06-14T17:42:35.790396,147,13,0.147,0.013,0.16,28,0,16.5,Long (5-10m),100,Nano
video_748,Video Title 748,75,0,Channel_206,UC346669,1000,600,24 days ago,CA,Technology,0,2026-06-14T17:42:35.790396,71,25,0.071,0.025,0.096,24,0,18.75,Long (5-10m),101,Nano
video_749,Video Title 749,82,0,Channel_507,UC597402,1000,60,15 days ago,AU,Entertainment,0,2026-06-14T17:42:35.790396,39,4,0.039,0.004,0.043,15,0,20.5,Short (<1m),102,Nano
video_750,Video Title 750,67,0,Channel_530,UC315905,1000,600,24 days ago,IN,Entertainment,0,2026-06-14T17:42:35.790396,13,7,0.013,0.007,0.02,24,0,16.75,Long (5-10m),100,Nano
video_751,Video Title 751,80,0,Channel_364,UC694519,1000,3600,9 days ago,KR,News,0,2026-06-14T17:42:35.790396,129,17,0.129,0.017,0.146,9,0,20.0,Very Long (>30m),100,Nano
video_752,Video Title 752,45,2,Channel_763,UC101006,1001,900,4 days ago,AU,Film,0,2026-06-14T17:42:35.790396,30,7,0.029970029970029972,0.006993006993006993,0.03696303696303696,4,1,11.25,Extended (10-30m),100,Nano
video_753,Video Title 753,55,0,Channel_750,UC369258,1001,60,12 days ago,AU,How-to,0,2026-06-14T17:42:35.790396,16,4,0.015984015984015984,0.003996003996003996,0.01998001998001998,12,0,13.75,Short (<1m),100,Nano
video_754,Video Title 754,20,0,Channel_340,UC995980,1000,900,19 days ago,FR,Music,0,2026-06-14T17:42:35.790396,77,6,0.077,0.006,0.083,19,0,5.0,Extended (10-30m),100,Nano
video_755,Video Title 755,27,1,Channel_407,UC850691,1000,180,24 days ago,AU,Sports,0,2026-06-14T17:42:35.790396,63,10,0.063,0.01,0.073,24,1,6.75,Medium (1-5m),100,Nano
video_756,Video Title 756,71,1,Channel_453,UC969495,1000,900,1 days ago,AU,Sports,0,2026-06-14T17:42:35.790396,144,29,0.144,0.029,0.173,1,1,17.75,Extended (10-30m),100,Nano
video_757,Video Title 757,98,0,Channel_833,UC336928,1001,180,14 days ago,JP,Technology,0,2026-06-14T17:42:35.790396,74,3,0.07392607392607392,0.002997002997002997,0.07692307692307693,14,0,24.5,Medium (1-5m),100,Nano
video_758,Video Title 758,66,0,Channel_877,UC882638,1000,900,10 days ago,JP,Education,0,2026-06-14T17:42:35.790396,126,3,0.126,0.003,0.129,10,0,16.5,Extended (10-30m),100,Nano
video_759,Video Title 759,75,0,Channel_814,UC461672,1000,60,1 days ago,IN,Comedy,0,2026-06-14T17:42:35.790396,140,2,0.14,0.002,0.142,1,0,18.75,Short (<1m),103,Nano
video_760,Video Title 760,33,0,Channel_578,UC587206,1000,180,4 days ago,JP,Sports,0,2026-06-14T17:42:35.790396,35,7,0.035,0.007,0.042,4,0,8.25,Medium (1-5m),100,Nano
video_761,Video Title 761,47,1,Channel_848,UC359074,1000,1800,10 days ago,GB,Technology,0,2026-06-14T17:42:35.790396,58,4,0.058,0.004,0.062,10,1,11.75,Extended (10-30m),100,Nano
video_762,Video Title 762,97,0,Channel_965,UC464943,1000,900,3 days ago,IN,Sports,0,2026-06-14T17:42:35.790396,139,2,0.139,0.002,0.141,3,0,24.25,Extended (10-30m),100,Nano
video_763,Video Title 763,21,0,Channel_150,UC702265,1000,900,26 days ago,FR,Gaming,0,2026-06-14T17:42:35.790396,87,13,0.087,0.013,0.1,26,0,5.25,Extended (10-30m),100,Nano
video_764,Video Title 764,45,1,Channel_193,UC261261,1000,600,16 days ago,BR,Sports,0,2026-06-14T17:42:35.790396,55,24,0.055,0.024,0.079,16,1,11.25,Long (5-10m),100,Nano
video_765,Video Title 765,33,1,Channel_908,UC100181,1001,3600,18 days ago,IN,Technology,0,2026-06-14T17:42:35.790396,82,3,0.08191808191808192,0.002997002997002997,0.08491508491508491,18,1,8.25,Very Long (>30m),108,Nano
video_766,Video Title 766,78,0,Channel_147,UC768172,1000,900,25 days ago,JP,Education,0,2026-06-14T17:42:35.790396,112,4,0.112,0.004,0.116,25,0,19.5,Extended (10-30m),100,Nano
video_767,Video Title 767,75,0,Channel_406,UC122716,1000,600,12 days ago,CA,Film,0,2026-06-14T17:42:35.790396,96,24,0.096,0.024,0.12,12,0,18.75,Long (5-10m),100,Nano
video_768,Video Title 768,26,1,Channel_183,UC874994,1000,900,28 days ago,BR,Sports,1,2026-06-14T17:42:35.790396,140,10,0.14,0.01,0.15,28,1,6.5,Extended (10-30m),100,Nano
video_769,Video Title 769,22,1,Channel_106,UC140218,1003,300,28 days ago,JP,News,0,2026-06-14T17:42:35.790396,145,15,0.14456630109670987,0.014955134596211365,0.15952143569292124,28,1,5.5,Medium (1-5m),101,Nano
video_770,Video Title 770,42,0,Channel_236,UC594465,1000,600,21 days ago,FR,News,0,2026-06-14T17:42:35.790396,109,23,0.109,0.023,0.132,21,0,10.5,Long (5-10m),100,Nano
video_771,Video Title 771,37,1,Channel_638,UC650921,1001,60,19 days ago,IN,Film,0,2026-06-14T17:42:35.790396,103,12,0.1028971028971029,0.011988011988011988,0.11488511488511488,19,1,9.25,Short (<1m),100,Nano
video_772,Video Title 772,57,0,Channel_958,UC897371,1000,60,9 days ago,JP,Sports,0,2026-06-14T17:42:35.790396,11,1,0.011,0.001,0.012,9,0,14.25,Short (<1m),101,Nano
video_773,Video Title 773,34,1,Channel_179,UC896504,1000,180,24 days ago,BR,Entertainment,0,2026-06-14T17:42:35.790396,119,13,0.119,0.013,0.132,24,1,8.5,Medium (1-5m),101,Nano
video_774,Video Title 774,83,1,Channel_432,UC305454,1002,1800,20 days ago,BR,Film,0,2026-06-14T17:42:35.790396,80,26,0.07984031936127745,0.02594810379241517,0.10578842315369262,20,1,20.75,Extended (10-30m),100,Nano
video_775,Video Title 775,47,0,Channel_401,UC457678,1001,1800,26 days ago,DE,Education,0,2026-06-14T17:42:35.790396,132,4,0.13186813186813187,0.003996003996003996,0.13586413586413587,26,0,11.75,Extended (10-30m),106,Nano
video_776,Video Title 776,93,0,Channel_525,UC348048,1001,60,5 days ago,GB,News,0,2026-06-14T17:42:35.790396,140,20,0.13986013986013987,0.01998001998001998,0.15984015984015984,5,0,23.25,Short (<1m),100,Nano
video_777,Video Title 777,58,1,Channel_743,UC257847,1000,180,27 days ago,AU,How-to,0,2026-06-14T17:42:35.790396,61,15,0.061,0.015,0.076,27,1,14.5,Medium (1-5m),100,Nano
video_778,Video Title 778,76,2,Channel_540,UC709039,1000,60,28 days ago,US,Technology,0,2026-06-14T17:42:35.790396,136,16,0.136,0.016,0.152,28,1,19.0,Short (<1m),101,Nano
video_779,Video Title 779,36,0,Channel_891,UC586736,1000,600,5 days ago,KR,Film,0,2026-06-14T17:42:35.790396,102,25,0.102,0.025,0.127,5,0,9.0,Long (5-10m),102,Nano
video_780,Video Title 780,63,0,Channel_323,UC356463,1001,300,8 days ago,IN,Music,0,2026-06-14T17:42:35.790396,70,23,0.06993006993006994,0.022977022977022976,0.09290709290709291,8,0,15.75,Medium (1-5m),100,Nano
video_781,Video Title 781,44,0,Channel_261,UC807760,1001,180,7 days ago,KR,Film,0,2026-06-14T17:42:35.790396,17,29,0.016983016983016984,0.028971028971028972,0.04595404595404595,7,0,11.0,Medium (1-5m),101,Nano
video_782,Video Title 782,36,0,Channel_612,UC918051,1000,300,19 days ago,US,How-to,0,2026-06-14T17:42:35.790396,113,5,0.113,0.005,0.118,19,0,9.0,Medium (1-5m),100,Nano
video_783,Video Title 783,32,0,Channel_700,UC754017,1000,900,22 days ago,DE,News,0,2026-06-14T17:42:35.790396,135,8,0.135,0.008,0.143,22,0,8.0,Extended (10-30m),100,Nano
video_784,Video Title 784,44,4,Channel_399,UC207696,1001,900,22 days ago,KR,Film,0,2026-06-14T17:42:35.790396,91,22,0.09090909090909091,0.02197802197802198,0.11288711288711288,22,1,11.0,Extended (10-30m),100,Nano
video_785,Video Title 785,87,1,Channel_337,UC260624,1000,300,18 days ago,BR,News,0,2026-06-14T17:42:35.790396,66,25,0.066,0.025,0.091,18,1,21.75,Medium (1-5m),100,Nano
video_786,Video Title 786,29,0,Channel_300,UC602174,1000,600,15 days ago,KR,Technology,0,2026-06-14T17:42:35.790396,73,24,0.073,0.024,0.097,15,0,7.25,Long (5-10m),103,Nano
video_787,Video Title 787,86,1,Channel_119,UC162017,1001,300,29 days ago,US,Technology,0,2026-06-14T17:42:35.790396,109,14,0.1088911088911089,0.013986013986013986,0.12287712287712288,29,1,21.5,Medium (1-5m),106,Nano
video_788,Video Title 788,37,0,Channel_558,UC825308,1000,300,1 days ago,DE,Film,0,2026-06-14T17:42:35.790396,37,4,0.037,0.004,0.041,1,0,9.25,Medium (1-5m),102,Nano
video_789,Video Title 789,53,2,Channel_413,UC613806,1000,300,7 days ago,AU,News,0,2026-06-14T17:42:35.790396,38,11,0.038,0.011,0.049,7,1,13.25,Medium (1-5m),100,Nano
video_790,Video Title 790,27,1,Channel_580,UC670363,1001,180,19 days ago,JP,Technology,0,2026-06-14T17:42:35.790396,58,9,0.057942057942057944,0.008991008991008992,0.06693306693306693,19,1,6.75,Medium (1-5m),102,Nano
video_791,Video Title 791,59,0,Channel_384,UC567311,1000,3600,5 days ago,BR,News,0,2026-06-14T17:42:35.790396,14,15,0.014,0.015,0.029,5,0,14.75,Very Long (>30m),100,Nano
video_792,Video Title 792,61,1,Channel_480,UC235722,1000,180,8 days ago,AU,Entertainment,0,2026-06-14T17:42:35.790396,103,5,0.103,0.005,0.108,8,1,15.25,Medium (1-5m),101,Nano
video_793,Video Title 793,60,1,Channel_305,UC831740,1000,3600,5 days ago,GB,Music,0,2026-06-14T17:42:35.790396,72,19,0.072,0.019,0.091,5,1,15.0,Very Long (>30m),100,Nano
video_794,Video Title 794,25,0,Channel_683,UC510849,1000,300,27 days ago,DE,News,0,2026-06-14T17:42:35.790396,135,28,0.135,0.028,0.163,27,0,6.25,Medium (1-5m),100,Nano
video_795,Video Title 795,71,1,Channel_870,UC463431,1000,1800,5 days ago,CA,Entertainment,0,2026-06-14T17:42:35.790396,100,22,0.1,0.022,0.122,5,1,17.75,Extended (10-30m),100,Nano
video_796,Video Title 796,45,0,Channel_196,UC137343,1000,600,5 days ago,US,Music,0,2026-06-14T17:42:35.790396,108,29,0.108,0.029,0.137,5,0,11.25,Long (5-10m),108,Nano
video_797,Video Title 797,83,1,Channel_333,UC881268,1005,900,11 days ago,FR,How-to,0,2026-06-14T17:42:35.790396,104,21,0.10348258706467661,0.020895522388059702,0.12437810945273632,11,1,20.75,Extended (10-30m),101,Nano
video_798,Video Title 798,78,1,Channel_20,UC851389,1000,900,7 days ago,AU,Music,0,2026-06-14T17:42:35.790396,68,22,0.068,0.022,0.09,7,1,19.5,Extended (10-30m),100,Nano
video_799,Video Title 799,75,0,Channel_623,UC881374,1001,900,2 days ago,JP,News,0,2026-06-14T17:42:35.790396,140,16,0.13986013986013987,0.015984015984015984,0.15584415584415584,2,0,18.75,Extended (10-30m),105,Nano
video_800,Video Title 800,78,0,Channel_658,UC779191,1000,60,17 days ago,KR,Film,0,2026-06-14T17:42:35.790396,138,28,0.138,0.028,0.166,17,0,19.5,Short (<1m),100,Nano
video_801,Video Title 801,89,0,Channel_704,UC617035,1000,600,11 days ago,KR,Music,0,2026-06-14T17:42:35.790396,77,11,0.077,0.011,0.088,11,0,22.25,Long (5-10m),100,Nano
video_802,Video Title 802,52,0,Channel_433,UC792237,1000,180,20 days ago,CA,Sports,0,2026-06-14T17:42:35.790396,119,23,0.119,0.023,0.142,20,0,13.0,Medium (1-5m),100,Nano
video_803,Video Title 803,72,0,Channel_883,UC145197,1049,900,5 days ago,KR,Film,0,2026-06-14T17:42:35.790396,155,1,0.14775977121067682,0.0009532888465204957,0.14871306005719734,5,0,18.0,Extended (10-30m),102,Nano
video_804,Video Title 804,41,0,Channel_426,UC816395,1003,180,7 days ago,KR,How-to,0,2026-06-14T17:42:35.790396,56,24,0.05583250249252243,0.023928215353938187,0.07976071784646062,7,0,10.25,Medium (1-5m),100,Nano
video_805,Video Title 805,40,0,Channel_229,UC812481,1000,180,1 days ago,KR,Entertainment,0,2026-06-14T17:42:35.790396,97,9,0.097,0.009,0.106,1,0,10.0,Medium (1-5m),100,Nano
video_806,Video Title 806,89,0,Channel_524,UC346349,1000,180,9 days ago,US,Sports,0,2026-06-14T17:42:35.790396,89,3,0.089,0.003,0.092,9,0,22.25,Medium (1-5m),101,Nano
video_807,Video Title 807,89,0,Channel_217,UC363926,1003,1800,11 days ago,GB,Music,0,2026-06-14T17:42:35.790396,85,22,0.0847457627118644,0.02193419740777667,0.10667996011964108,11,0,22.25,Extended (10-30m),101,Nano
video_808,Video Title 808,23,0,Channel_990,UC588971,1000,180,28 days ago,AU,Entertainment,0,2026-06-14T17:42:35.790396,140,16,0.14,0.016,0.156,28,0,5.75,Medium (1-5m),100,Nano
video_809,Video Title 809,94,1,Channel_591,UC104412,1000,300,12 days ago,FR,How-to,0,2026-06-14T17:42:35.790396,27,9,0.027,0.009,0.036,12,1,23.5,Medium (1-5m),100,Nano
video_810,Video Title 810,81,1,Channel_375,UC421831,1000,180,10 days ago,BR,Gaming,0,2026-06-14T17:42:35.790396,82,22,0.082,0.022,0.104,10,1,20.25,Medium (1-5m),101,Nano
video_811,Video Title 811,81,1,Channel_36,UC737331,1000,60,20 days ago,AU,How-to,0,2026-06-14T17:42:35.790396,13,13,0.013,0.013,0.026,20,1,20.25,Short (<1m),100,Nano
video_812,Video Title 812,43,1,Channel_776,UC934287,1000,180,22 days ago,CA,Entertainment,0,2026-06-14T17:42:35.790396,53,19,0.053,0.019,0.072,22,1,10.75,Medium (1-5m),103,Nano
video_813,Video Title 813,74,3,Channel_28,UC196169,1000,900,11 days ago,KR,Gaming,0,2026-06-14T17:42:35.790396,104,29,0.104,0.029,0.133,11,1,18.5,Extended (10-30m),100,Nano
video_814,Video Title 814,28,0,Channel_372,UC835494,1001,180,1 days ago,JP,Comedy,0,2026-06-14T17:42:35.790396,119,1,0.11888111888111888,0.000999000999000999,0.11988011988011989,1,0,7.0,Medium (1-5m),100,Nano
video_815,Video Title 815,22,0,Channel_86,UC944622,1000,900,25 days ago,BR,Music,0,2026-06-14T17:42:35.790396,129,25,0.129,0.025,0.154,25,0,5.5,Extended (10-30m),101,Nano
video_816,Video Title 816,50,0,Channel_188,UC241688,1000,180,20 days ago,DE,How-to,0,2026-06-14T17:42:35.790396,20,17,0.02,0.017,0.037,20,0,12.5,Medium (1-5m),100,Nano
video_817,Video Title 817,59,1,Channel_305,UC661736,1000,600,5 days ago,JP,Comedy,0,2026-06-14T17:42:35.790396,35,11,0.035,0.011,0.046,5,1,14.75,Long (5-10m),100,Nano
video_818,Video Title 818,55,0,Channel_766,UC747966,1000,300,15 days ago,BR,Technology,0,2026-06-14T17:42:35.790396,66,28,0.066,0.028,0.094,15,0,13.75,Medium (1-5m),101,Nano
video_819,Video Title 819,43,0,Channel_422,UC898533,1000,900,24 days ago,FR,Sports,0,2026-06-14T17:42:35.790396,63,28,0.063,0.028,0.091,24,0,10.75,Extended (10-30m),100,Nano
video_820,Video Title 820,25,0,Channel_80,UC465275,1000,60,22 days ago,DE,Education,0,2026-06-14T17:42:35.790396,45,2,0.045,0.002,0.047,22,0,6.25,Short (<1m),100,Nano
video_821,Video Title 821,85,0,Channel_186,UC989803,1000,180,10 days ago,KR,Music,0,2026-06-14T17:42:35.790396,141,21,0.141,0.021,0.162,10,0,21.25,Medium (1-5m),100,Nano
video_822,Video Title 822,94,1,Channel_5,UC700110,1004,900,12 days ago,CA,Technology,0,2026-06-14T17:42:35.790396,85,18,0.0846613545816733,0.017928286852589643,0.10258964143426295,12,1,23.5,Extended (10-30m),102,Nano
video_823,Video Title 823,23,0,Channel_558,UC807641,1000,1800,14 days ago,DE,Comedy,0,2026-06-14T17:42:35.790396,101,20,0.101,0.02,0.121,14,0,5.75,Extended (10-30m),102,Nano
video_824,Video Title 824,98,0,Channel_866,UC150465,1000,3600,19 days ago,AU,Film,0,2026-06-14T17:42:35.790396,114,28,0.114,0.028,0.142,19,0,24.5,Very Long (>30m),100,Nano
video_825,Video Title 825,25,0,Channel_497,UC373214,1000,300,10 days ago,IN,Gaming,0,2026-06-14T17:42:35.790396,86,29,0.086,0.029,0.115,10,0,6.25,Medium (1-5m),100,Nano
video_826,Video Title 826,70,0,Channel_509,UC548914,1000,1800,24 days ago,FR,Film,0,2026-06-14T17:42:35.790396,126,8,0.126,0.008,0.134,24,0,17.5,Extended (10-30m),102,Nano
video_827,Video Title 827,81,1,Channel_614,UC223927,1000,180,22 days ago,FR,How-to,0,2026-06-14T17:42:35.790396,147,9,0.147,0.009,0.156,22,1,20.25,Medium (1-5m),105,Nano
video_828,Video Title 828,76,1,Channel_971,UC158431,1000,300,12 days ago,JP,Gaming,0,2026-06-14T17:42:35.790396,64,22,0.064,0.022,0.086,12,1,19.0,Medium (1-5m),100,Nano
video_829,Video Title 829,85,0,Channel_2,UC533918,1000,60,18 days ago,JP,Gaming,0,2026-06-14T17:42:35.790396,100,21,0.1,0.021,0.121,18,0,21.25,Short (<1m),102,Nano
video_830,Video Title 830,98,3,Channel_217,UC408883,1000,900,21 days ago,DE,Entertainment,0,2026-06-14T17:42:35.790396,54,5,0.054,0.005,0.059,21,1,24.5,Extended (10-30m),103,Nano
video_831,Video Title 831,94,3,Channel_537,UC933139,1002,60,19 days ago,DE,Gaming,0,2026-06-14T17:42:35.790396,19,28,0.018962075848303395,0.027944111776447105,0.046906187624750496,19,1,23.5,Short (<1m),100,Nano
video_832,Video Title 832,27,2,Channel_257,UC646030,1001,300,4 days ago,GB,Technology,0,2026-06-14T17:42:35.790396,13,24,0.012987012987012988,0.023976023976023976,0.03696303696303696,4,1,6.75,Medium (1-5m),100,Nano
